Date,Day,WeekNr,Month,ShortMonth,MonthNr,Quarter,Year
20190101,Tuesday,1,January,Jan,1,1,2019
20190102,Wednesday,1,January,Jan,1,1,2019
20190103,Thursday,1,January,Jan,1,1,2019
20190104,Friday,1,January,Jan,1,1,2019
20190105,Saturday,1,January,Jan,1,1,2019
20190106,Sunday,2,January,Jan,1,1,2019
20190107,Monday,2,January,Jan,1,1,2019
20190108,Tuesday,2,January,Jan,1,1,2019
20190109,Wednesday,2,January,Jan,1,1,2019
20190110,Thursday,2,January,Jan,1,1,2019
20190111,Friday,2,January,Jan,1,1,2019
20190112,Saturday,2,January,Jan,1,1,2019
20190113,Sunday,3,January,Jan,1,1,2019
20190114,Monday,3,January,Jan,1,1,2019
20190115,Tuesday,3,January,Jan,1,1,2019
20190116,Wednesday,3,January,Jan,1,1,2019
20190117,Thursday,3,January,Jan,1,1,2019
20190118,Friday,3,January,Jan,1,1,2019
20190119,Saturday,3,January,Jan,1,1,2019
20190120,Sunday,4,January,Jan,1,1,2019
20190121,Monday,4,January,Jan,1,1,2019
20190122,Tuesday,4,January,Jan,1,1,2019
20190123,Wednesday,4,January,Jan,1,1,2019
20190124,Thursday,4,January,Jan,1,1,2019
20190125,Friday,4,January,Jan,1,1,2019
20190126,Saturday,4,January,Jan,1,1,2019
20190127,Sunday,5,January,Jan,1,1,2019
20190128,Monday,5,January,Jan,1,1,2019
20190129,Tuesday,5,January,Jan,1,1,2019
20190130,Wednesday,5,January,Jan,1,1,2019
20190131,Thursday,5,January,Jan,1,1,2019
20190201,Friday,5,February,Feb,2,1,2019
20190202,Saturday,5,February,Feb,2,1,2019
20190203,Sunday,6,February,Feb,2,1,2019
20190204,Monday,6,February,Feb,2,1,2019
20190205,Tuesday,6,February,Feb,2,1,2019
20190206,Wednesday,6,February,Feb,2,1,2019
20190207,Thursday,6,February,Feb,2,1,2019
20190208,Friday,6,February,Feb,2,1,2019
20190209,Saturday,6,February,Feb,2,1,2019
20190210,Sunday,7,February,Feb,2,1,2019
20190211,Monday,7,February,Feb,2,1,2019
20190212,Tuesday,7,February,Feb,2,1,2019
20190213,Wednesday,7,February,Feb,2,1,2019
20190214,Thursday,7,February,Feb,2,1,2019
20190215,Friday,7,February,Feb,2,1,2019
20190216,Saturday,7,February,Feb,2,1,2019
20190217,Sunday,8,February,Feb,2,1,2019
20190218,Monday,8,February,Feb,2,1,2019
20190219,Tuesday,8,February,Feb,2,1,2019
20190220,Wednesday,8,February,Feb,2,1,2019
20190221,Thursday,8,February,Feb,2,1,2019
20190222,Friday,8,February,Feb,2,1,2019
20190223,Saturday,8,February,Feb,2,1,2019
20190224,Sunday,9,February,Feb,2,1,2019
20190225,Monday,9,February,Feb,2,1,2019
20190226,Tuesday,9,February,Feb,2,1,2019
20190227,Wednesday,9,February,Feb,2,1,2019
20190228,Thursday,9,February,Feb,2,1,2019
20190301,Friday,9,March,Mar,3,1,2019
20190302,Saturday,9,March,Mar,3,1,2019
20190303,Sunday,10,March,Mar,3,1,2019
20190304,Monday,10,March,Mar,3,1,2019
20190305,Tuesday,10,March,Mar,3,1,2019
20190306,Wednesday,10,March,Mar,3,1,2019
20190307,Thursday,10,March,Mar,3,1,2019
20190308,Friday,10,March,Mar,3,1,2019
20190309,Saturday,10,March,Mar,3,1,2019
20190310,Sunday,11,March,Mar,3,1,2019
20190311,Monday,11,March,Mar,3,1,2019
20190312,Tuesday,11,March,Mar,3,1,2019
20190313,Wednesday,11,March,Mar,3,1,2019
20190314,Thursday,11,March,Mar,3,1,2019
20190315,Friday,11,March,Mar,3,1,2019
20190316,Saturday,11,March,Mar,3,1,2019
20190317,Sunday,12,March,Mar,3,1,2019
20190318,Monday,12,March,Mar,3,1,2019
20190319,Tuesday,12,March,Mar,3,1,2019
20190320,Wednesday,12,March,Mar,3,1,2019
20190321,Thursday,12,March,Mar,3,1,2019
20190322,Friday,12,March,Mar,3,1,2019
20190323,Saturday,12,March,Mar,3,1,2019
20190324,Sunday,13,March,Mar,3,1,2019
20190325,Monday,13,March,Mar,3,1,2019
20190326,Tuesday,13,March,Mar,3,1,2019
20190327,Wednesday,13,March,Mar,3,1,2019
20190328,Thursday,13,March,Mar,3,1,2019
20190329,Friday,13,March,Mar,3,1,2019
20190330,Saturday,13,March,Mar,3,1,2019
20190331,Sunday,14,March,Mar,3,1,2019
20190401,Monday,14,April,Apr,4,2,2019
20190402,Tuesday,14,April,Apr,4,2,2019
20190403,Wednesday,14,April,Apr,4,2,2019
20190404,Thursday,14,April,Apr,4,2,2019
20190405,Friday,14,April,Apr,4,2,2019
20190406,Saturday,14,April,Apr,4,2,2019
20190407,Sunday,15,April,Apr,4,2,2019
20190408,Monday,15,April,Apr,4,2,2019
20190409,Tuesday,15,April,Apr,4,2,2019
20190410,Wednesday,15,April,Apr,4,2,2019
20190411,Thursday,15,April,Apr,4,2,2019
20190412,Friday,15,April,Apr,4,2,2019
20190413,Saturday,15,April,Apr,4,2,2019
20190414,Sunday,16,April,Apr,4,2,2019
20190415,Monday,16,April,Apr,4,2,2019
20190416,Tuesday,16,April,Apr,4,2,2019
20190417,Wednesday,16,April,Apr,4,2,2019
20190418,Thursday,16,April,Apr,4,2,2019
20190419,Friday,16,April,Apr,4,2,2019
20190420,Saturday,16,April,Apr,4,2,2019
20190421,Sunday,17,April,Apr,4,2,2019
20190422,Monday,17,April,Apr,4,2,2019
20190423,Tuesday,17,April,Apr,4,2,2019
20190424,Wednesday,17,April,Apr,4,2,2019
20190425,Thursday,17,April,Apr,4,2,2019
20190426,Friday,17,April,Apr,4,2,2019
20190427,Saturday,17,April,Apr,4,2,2019
20190428,Sunday,18,April,Apr,4,2,2019
20190429,Monday,18,April,Apr,4,2,2019
20190430,Tuesday,18,April,Apr,4,2,2019
20190501,Wednesday,18,May,May,5,2,2019
20190502,Thursday,18,May,May,5,2,2019
20190503,Friday,18,May,May,5,2,2019
20190504,Saturday,18,May,May,5,2,2019
20190505,Sunday,19,May,May,5,2,2019
20190506,Monday,19,May,May,5,2,2019
20190507,Tuesday,19,May,May,5,2,2019
20190508,Wednesday,19,May,May,5,2,2019
20190509,Thursday,19,May,May,5,2,2019
20190510,Friday,19,May,May,5,2,2019
20190511,Saturday,19,May,May,5,2,2019
20190512,Sunday,20,May,May,5,2,2019
20190513,Monday,20,May,May,5,2,2019
20190514,Tuesday,20,May,May,5,2,2019
20190515,Wednesday,20,May,May,5,2,2019
20190516,Thursday,20,May,May,5,2,2019
20190517,Friday,20,May,May,5,2,2019
20190518,Saturday,20,May,May,5,2,2019
20190519,Sunday,21,May,May,5,2,2019
20190520,Monday,21,May,May,5,2,2019
20190521,Tuesday,21,May,May,5,2,2019
20190522,Wednesday,21,May,May,5,2,2019
20190523,Thursday,21,May,May,5,2,2019
20190524,Friday,21,May,May,5,2,2019
20190525,Saturday,21,May,May,5,2,2019
20190526,Sunday,22,May,May,5,2,2019
20190527,Monday,22,May,May,5,2,2019
20190528,Tuesday,22,May,May,5,2,2019
20190529,Wednesday,22,May,May,5,2,2019
20190530,Thursday,22,May,May,5,2,2019
20190531,Friday,22,May,May,5,2,2019
20190601,Saturday,22,June,Jun,6,2,2019
20190602,Sunday,23,June,Jun,6,2,2019
20190603,Monday,23,June,Jun,6,2,2019
20190604,Tuesday,23,June,Jun,6,2,2019
20190605,Wednesday,23,June,Jun,6,2,2019
20190606,Thursday,23,June,Jun,6,2,2019
20190607,Friday,23,June,Jun,6,2,2019
20190608,Saturday,23,June,Jun,6,2,2019
20190609,Sunday,24,June,Jun,6,2,2019
20190610,Monday,24,June,Jun,6,2,2019
20190611,Tuesday,24,June,Jun,6,2,2019
20190612,Wednesday,24,June,Jun,6,2,2019
20190613,Thursday,24,June,Jun,6,2,2019
20190614,Friday,24,June,Jun,6,2,2019
20190615,Saturday,24,June,Jun,6,2,2019
20190616,Sunday,25,June,Jun,6,2,2019
20190617,Monday,25,June,Jun,6,2,2019
20190618,Tuesday,25,June,Jun,6,2,2019
20190619,Wednesday,25,June,Jun,6,2,2019
20190620,Thursday,25,June,Jun,6,2,2019
20190621,Friday,25,June,Jun,6,2,2019
20190622,Saturday,25,June,Jun,6,2,2019
20190623,Sunday,26,June,Jun,6,2,2019
20190624,Monday,26,June,Jun,6,2,2019
20190625,Tuesday,26,June,Jun,6,2,2019
20190626,Wednesday,26,June,Jun,6,2,2019
20190627,Thursday,26,June,Jun,6,2,2019
20190628,Friday,26,June,Jun,6,2,2019
20190629,Saturday,26,June,Jun,6,2,2019
20190630,Sunday,27,June,Jun,6,2,2019
20190701,Monday,27,July,Jul,7,3,2019
20190702,Tuesday,27,July,Jul,7,3,2019
20190703,Wednesday,27,July,Jul,7,3,2019
20190704,Thursday,27,July,Jul,7,3,2019
20190705,Friday,27,July,Jul,7,3,2019
20190706,Saturday,27,July,Jul,7,3,2019
20190707,Sunday,28,July,Jul,7,3,2019
20190708,Monday,28,July,Jul,7,3,2019
20190709,Tuesday,28,July,Jul,7,3,2019
20190710,Wednesday,28,July,Jul,7,3,2019
20190711,Thursday,28,July,Jul,7,3,2019
20190712,Friday,28,July,Jul,7,3,2019
20190713,Saturday,28,July,Jul,7,3,2019
20190714,Sunday,29,July,Jul,7,3,2019
20190715,Monday,29,July,Jul,7,3,2019
20190716,Tuesday,29,July,Jul,7,3,2019
20190717,Wednesday,29,July,Jul,7,3,2019
20190718,Thursday,29,July,Jul,7,3,2019
20190719,Friday,29,July,Jul,7,3,2019
20190720,Saturday,29,July,Jul,7,3,2019
20190721,Sunday,30,July,Jul,7,3,2019
20190722,Monday,30,July,Jul,7,3,2019
20190723,Tuesday,30,July,Jul,7,3,2019
20190724,Wednesday,30,July,Jul,7,3,2019
20190725,Thursday,30,July,Jul,7,3,2019
20190726,Friday,30,July,Jul,7,3,2019
20190727,Saturday,30,July,Jul,7,3,2019
20190728,Sunday,31,July,Jul,7,3,2019
20190729,Monday,31,July,Jul,7,3,2019
20190730,Tuesday,31,July,Jul,7,3,2019
20190731,Wednesday,31,July,Jul,7,3,2019
20190801,Thursday,31,August,Aug,8,3,2019
20190802,Friday,31,August,Aug,8,3,2019
20190803,Saturday,31,August,Aug,8,3,2019
20190804,Sunday,32,August,Aug,8,3,2019
20190805,Monday,32,August,Aug,8,3,2019
20190806,Tuesday,32,August,Aug,8,3,2019
20190807,Wednesday,32,August,Aug,8,3,2019
20190808,Thursday,32,August,Aug,8,3,2019
20190809,Friday,32,August,Aug,8,3,2019
20190810,Saturday,32,August,Aug,8,3,2019
20190811,Sunday,33,August,Aug,8,3,2019
20190812,Monday,33,August,Aug,8,3,2019
20190813,Tuesday,33,August,Aug,8,3,2019
20190814,Wednesday,33,August,Aug,8,3,2019
20190815,Thursday,33,August,Aug,8,3,2019
20190816,Friday,33,August,Aug,8,3,2019
20190817,Saturday,33,August,Aug,8,3,2019
20190818,Sunday,34,August,Aug,8,3,2019
20190819,Monday,34,August,Aug,8,3,2019
20190820,Tuesday,34,August,Aug,8,3,2019
20190821,Wednesday,34,August,Aug,8,3,2019
20190822,Thursday,34,August,Aug,8,3,2019
20190823,Friday,34,August,Aug,8,3,2019
20190824,Saturday,34,August,Aug,8,3,2019
20190825,Sunday,35,August,Aug,8,3,2019
20190826,Monday,35,August,Aug,8,3,2019
20190827,Tuesday,35,August,Aug,8,3,2019
20190828,Wednesday,35,August,Aug,8,3,2019
20190829,Thursday,35,August,Aug,8,3,2019
20190830,Friday,35,August,Aug,8,3,2019
20190831,Saturday,35,August,Aug,8,3,2019
20190901,Sunday,36,September,Sep,9,3,2019
20190902,Monday,36,September,Sep,9,3,2019
20190903,Tuesday,36,September,Sep,9,3,2019
20190904,Wednesday,36,September,Sep,9,3,2019
20190905,Thursday,36,September,Sep,9,3,2019
20190906,Friday,36,September,Sep,9,3,2019
20190907,Saturday,36,September,Sep,9,3,2019
20190908,Sunday,37,September,Sep,9,3,2019
20190909,Monday,37,September,Sep,9,3,2019
20190910,Tuesday,37,September,Sep,9,3,2019
20190911,Wednesday,37,September,Sep,9,3,2019
20190912,Thursday,37,September,Sep,9,3,2019
20190913,Friday,37,September,Sep,9,3,2019
20190914,Saturday,37,September,Sep,9,3,2019
20190915,Sunday,38,September,Sep,9,3,2019
20190916,Monday,38,September,Sep,9,3,2019
20190917,Tuesday,38,September,Sep,9,3,2019
20190918,Wednesday,38,September,Sep,9,3,2019
20190919,Thursday,38,September,Sep,9,3,2019
20190920,Friday,38,September,Sep,9,3,2019
20190921,Saturday,38,September,Sep,9,3,2019
20190922,Sunday,39,September,Sep,9,3,2019
20190923,Monday,39,September,Sep,9,3,2019
20190924,Tuesday,39,September,Sep,9,3,2019
20190925,Wednesday,39,September,Sep,9,3,2019
20190926,Thursday,39,September,Sep,9,3,2019
20190927,Friday,39,September,Sep,9,3,2019
20190928,Saturday,39,September,Sep,9,3,2019
20190929,Sunday,40,September,Sep,9,3,2019
20190930,Monday,40,September,Sep,9,3,2019
20191001,Tuesday,40,October,Oct,10,4,2019
20191002,Wednesday,40,October,Oct,10,4,2019
20191003,Thursday,40,October,Oct,10,4,2019
20191004,Friday,40,October,Oct,10,4,2019
20191005,Saturday,40,October,Oct,10,4,2019
20191006,Sunday,41,October,Oct,10,4,2019
20191007,Monday,41,October,Oct,10,4,2019
20191008,Tuesday,41,October,Oct,10,4,2019
20191009,Wednesday,41,October,Oct,10,4,2019
20191010,Thursday,41,October,Oct,10,4,2019
20191011,Friday,41,October,Oct,10,4,2019
20191012,Saturday,41,October,Oct,10,4,2019
20191013,Sunday,42,October,Oct,10,4,2019
20191014,Monday,42,October,Oct,10,4,2019
20191015,Tuesday,42,October,Oct,10,4,2019
20191016,Wednesday,42,October,Oct,10,4,2019
20191017,Thursday,42,October,Oct,10,4,2019
20191018,Friday,42,October,Oct,10,4,2019
20191019,Saturday,42,October,Oct,10,4,2019
20191020,Sunday,43,October,Oct,10,4,2019
20191021,Monday,43,October,Oct,10,4,2019
20191022,Tuesday,43,October,Oct,10,4,2019
20191023,Wednesday,43,October,Oct,10,4,2019
20191024,Thursday,43,October,Oct,10,4,2019
20191025,Friday,43,October,Oct,10,4,2019
20191026,Saturday,43,October,Oct,10,4,2019
20191027,Sunday,44,October,Oct,10,4,2019
20191028,Monday,44,October,Oct,10,4,2019
20191029,Tuesday,44,October,Oct,10,4,2019
20191030,Wednesday,44,October,Oct,10,4,2019
20191031,Thursday,44,October,Oct,10,4,2019
20191101,Friday,44,November,Nov,11,4,2019
20191102,Saturday,44,November,Nov,11,4,2019
20191103,Sunday,45,November,Nov,11,4,2019
20191104,Monday,45,November,Nov,11,4,2019
20191105,Tuesday,45,November,Nov,11,4,2019
20191106,Wednesday,45,November,Nov,11,4,2019
20191107,Thursday,45,November,Nov,11,4,2019
20191108,Friday,45,November,Nov,11,4,2019
20191109,Saturday,45,November,Nov,11,4,2019
20191110,Sunday,46,November,Nov,11,4,2019
20191111,Monday,46,November,Nov,11,4,2019
20191112,Tuesday,46,November,Nov,11,4,2019
20191113,Wednesday,46,November,Nov,11,4,2019
20191114,Thursday,46,November,Nov,11,4,2019
20191115,Friday,46,November,Nov,11,4,2019
20191116,Saturday,46,November,Nov,11,4,2019
20191117,Sunday,47,November,Nov,11,4,2019
20191118,Monday,47,November,Nov,11,4,2019
20191119,Tuesday,47,November,Nov,11,4,2019
20191120,Wednesday,47,November,Nov,11,4,2019
20191121,Thursday,47,November,Nov,11,4,2019
20191122,Friday,47,November,Nov,11,4,2019
20191123,Saturday,47,November,Nov,11,4,2019
20191124,Sunday,48,November,Nov,11,4,2019
20191125,Monday,48,November,Nov,11,4,2019
20191126,Tuesday,48,November,Nov,11,4,2019
20191127,Wednesday,48,November,Nov,11,4,2019
20191128,Thursday,48,November,Nov,11,4,2019
20191129,Friday,48,November,Nov,11,4,2019
20191130,Saturday,48,November,Nov,11,4,2019
20191201,Sunday,49,December,Dec,12,4,2019
20191202,Monday,49,December,Dec,12,4,2019
20191203,Tuesday,49,December,Dec,12,4,2019
20191204,Wednesday,49,December,Dec,12,4,2019
20191205,Thursday,49,December,Dec,12,4,2019
20191206,Friday,49,December,Dec,12,4,2019
20191207,Saturday,49,December,Dec,12,4,2019
20191208,Sunday,50,December,Dec,12,4,2019
20191209,Monday,50,December,Dec,12,4,2019
20191210,Tuesday,50,December,Dec,12,4,2019
20191211,Wednesday,50,December,Dec,12,4,2019
20191212,Thursday,50,December,Dec,12,4,2019
20191213,Friday,50,December,Dec,12,4,2019
20191214,Saturday,50,December,Dec,12,4,2019
20191215,Sunday,51,December,Dec,12,4,2019
20191216,Monday,51,December,Dec,12,4,2019
20191217,Tuesday,51,December,Dec,12,4,2019
20191218,Wednesday,51,December,Dec,12,4,2019
20191219,Thursday,51,December,Dec,12,4,2019
20191220,Friday,51,December,Dec,12,4,2019
20191221,Saturday,51,December,Dec,12,4,2019
20191222,Sunday,52,December,Dec,12,4,2019
20191223,Monday,52,December,Dec,12,4,2019
20191224,Tuesday,52,December,Dec,12,4,2019
20191225,Wednesday,52,December,Dec,12,4,2019
20191226,Thursday,52,December,Dec,12,4,2019
20191227,Friday,52,December,Dec,12,4,2019
20191228,Saturday,52,December,Dec,12,4,2019
20191229,Sunday,53,December,Dec,12,4,2019
20191230,Monday,53,December,Dec,12,4,2019
20191231,Tuesday,53,December,Dec,12,4,2019
20200101,Wednesday,1,January,Jan,1,1,2020
20200102,Thursday,1,January,Jan,1,1,2020
20200103,Friday,1,January,Jan,1,1,2020
20200104,Saturday,1,January,Jan,1,1,2020
20200105,Sunday,2,January,Jan,1,1,2020
20200106,Monday,2,January,Jan,1,1,2020
20200107,Tuesday,2,January,Jan,1,1,2020
20200108,Wednesday,2,January,Jan,1,1,2020
20200109,Thursday,2,January,Jan,1,1,2020
20200110,Friday,2,January,Jan,1,1,2020
20200111,Saturday,2,January,Jan,1,1,2020
20200112,Sunday,3,January,Jan,1,1,2020
20200113,Monday,3,January,Jan,1,1,2020
20200114,Tuesday,3,January,Jan,1,1,2020
20200115,Wednesday,3,January,Jan,1,1,2020
20200116,Thursday,3,January,Jan,1,1,2020
20200117,Friday,3,January,Jan,1,1,2020
20200118,Saturday,3,January,Jan,1,1,2020
20200119,Sunday,4,January,Jan,1,1,2020
20200120,Monday,4,January,Jan,1,1,2020
20200121,Tuesday,4,January,Jan,1,1,2020
20200122,Wednesday,4,January,Jan,1,1,2020
20200123,Thursday,4,January,Jan,1,1,2020
20200124,Friday,4,January,Jan,1,1,2020
20200125,Saturday,4,January,Jan,1,1,2020
20200126,Sunday,5,January,Jan,1,1,2020
20200127,Monday,5,January,Jan,1,1,2020
20200128,Tuesday,5,January,Jan,1,1,2020
20200129,Wednesday,5,January,Jan,1,1,2020
20200130,Thursday,5,January,Jan,1,1,2020
20200131,Friday,5,January,Jan,1,1,2020
20200201,Saturday,5,February,Feb,2,1,2020
20200202,Sunday,6,February,Feb,2,1,2020
20200203,Monday,6,February,Feb,2,1,2020
20200204,Tuesday,6,February,Feb,2,1,2020
20200205,Wednesday,6,February,Feb,2,1,2020
20200206,Thursday,6,February,Feb,2,1,2020
20200207,Friday,6,February,Feb,2,1,2020
20200208,Saturday,6,February,Feb,2,1,2020
20200209,Sunday,7,February,Feb,2,1,2020
20200210,Monday,7,February,Feb,2,1,2020
20200211,Tuesday,7,February,Feb,2,1,2020
20200212,Wednesday,7,February,Feb,2,1,2020
20200213,Thursday,7,February,Feb,2,1,2020
20200214,Friday,7,February,Feb,2,1,2020
20200215,Saturday,7,February,Feb,2,1,2020
20200216,Sunday,8,February,Feb,2,1,2020
20200217,Monday,8,February,Feb,2,1,2020
20200218,Tuesday,8,February,Feb,2,1,2020
20200219,Wednesday,8,February,Feb,2,1,2020
20200220,Thursday,8,February,Feb,2,1,2020
20200221,Friday,8,February,Feb,2,1,2020
20200222,Saturday,8,February,Feb,2,1,2020
20200223,Sunday,9,February,Feb,2,1,2020
20200224,Monday,9,February,Feb,2,1,2020
20200225,Tuesday,9,February,Feb,2,1,2020
20200226,Wednesday,9,February,Feb,2,1,2020
20200227,Thursday,9,February,Feb,2,1,2020
20200228,Friday,9,February,Feb,2,1,2020
20200229,Saturday,9,February,Feb,2,1,2020
20200301,Sunday,10,March,Mar,3,1,2020
20200302,Monday,10,March,Mar,3,1,2020
20200303,Tuesday,10,March,Mar,3,1,2020
20200304,Wednesday,10,March,Mar,3,1,2020
20200305,Thursday,10,March,Mar,3,1,2020
20200306,Friday,10,March,Mar,3,1,2020
20200307,Saturday,10,March,Mar,3,1,2020
20200308,Sunday,11,March,Mar,3,1,2020
20200309,Monday,11,March,Mar,3,1,2020
20200310,Tuesday,11,March,Mar,3,1,2020
20200311,Wednesday,11,March,Mar,3,1,2020
20200312,Thursday,11,March,Mar,3,1,2020
20200313,Friday,11,March,Mar,3,1,2020
20200314,Saturday,11,March,Mar,3,1,2020
20200315,Sunday,12,March,Mar,3,1,2020
20200316,Monday,12,March,Mar,3,1,2020
20200317,Tuesday,12,March,Mar,3,1,2020
20200318,Wednesday,12,March,Mar,3,1,2020
20200319,Thursday,12,March,Mar,3,1,2020
20200320,Friday,12,March,Mar,3,1,2020
20200321,Saturday,12,March,Mar,3,1,2020
20200322,Sunday,13,March,Mar,3,1,2020
20200323,Monday,13,March,Mar,3,1,2020
20200324,Tuesday,13,March,Mar,3,1,2020
20200325,Wednesday,13,March,Mar,3,1,2020
20200326,Thursday,13,March,Mar,3,1,2020
20200327,Friday,13,March,Mar,3,1,2020
20200328,Saturday,13,March,Mar,3,1,2020
20200329,Sunday,14,March,Mar,3,1,2020
20200330,Monday,14,March,Mar,3,1,2020
20200331,Tuesday,14,March,Mar,3,1,2020
