Date,Day,WeekNr,Month,ShortMonth,MonthNr,Quarter,Year
20221006,Thursday,41,October,Oct,10,4,2022
20221007,Friday,41,October,Oct,10,4,2022
20221008,Saturday,41,October,Oct,10,4,2022
20221009,Sunday,42,October,Oct,10,4,2022
20221010,Monday,42,October,Oct,10,4,2022
20221011,Tuesday,42,October,Oct,10,4,2022
20221012,Wednesday,42,October,Oct,10,4,2022
20221013,Thursday,42,October,Oct,10,4,2022
20221014,Friday,42,October,Oct,10,4,2022
20221015,Saturday,42,October,Oct,10,4,2022
20221016,Sunday,43,October,Oct,10,4,2022
20221017,Monday,43,October,Oct,10,4,2022
20221018,Tuesday,43,October,Oct,10,4,2022
20221019,Wednesday,43,October,Oct,10,4,2022
20221020,Thursday,43,October,Oct,10,4,2022
20221021,Friday,43,October,Oct,10,4,2022
20221022,Saturday,43,October,Oct,10,4,2022
20221023,Sunday,44,October,Oct,10,4,2022
20221024,Monday,44,October,Oct,10,4,2022
20221025,Tuesday,44,October,Oct,10,4,2022
20221026,Wednesday,44,October,Oct,10,4,2022
20221027,Thursday,44,October,Oct,10,4,2022
20221028,Friday,44,October,Oct,10,4,2022
20221029,Saturday,44,October,Oct,10,4,2022
20221030,Sunday,45,October,Oct,10,4,2022
20221031,Monday,45,October,Oct,10,4,2022
20221101,Tuesday,45,November,Nov,11,4,2022
20221102,Wednesday,45,November,Nov,11,4,2022
20221103,Thursday,45,November,Nov,11,4,2022
20221104,Friday,45,November,Nov,11,4,2022
20221105,Saturday,45,November,Nov,11,4,2022
20221106,Sunday,46,November,Nov,11,4,2022
20221107,Monday,46,November,Nov,11,4,2022
20221108,Tuesday,46,November,Nov,11,4,2022
20221109,Wednesday,46,November,Nov,11,4,2022
20221110,Thursday,46,November,Nov,11,4,2022
20221111,Friday,46,November,Nov,11,4,2022
20221112,Saturday,46,November,Nov,11,4,2022
20221113,Sunday,47,November,Nov,11,4,2022
20221114,Monday,47,November,Nov,11,4,2022
20221115,Tuesday,47,November,Nov,11,4,2022
20221116,Wednesday,47,November,Nov,11,4,2022
20221117,Thursday,47,November,Nov,11,4,2022
20221118,Friday,47,November,Nov,11,4,2022
20221119,Saturday,47,November,Nov,11,4,2022
20221120,Sunday,48,November,Nov,11,4,2022
20221121,Monday,48,November,Nov,11,4,2022
20221122,Tuesday,48,November,Nov,11,4,2022
20221123,Wednesday,48,November,Nov,11,4,2022
20221124,Thursday,48,November,Nov,11,4,2022
20221125,Friday,48,November,Nov,11,4,2022
20221126,Saturday,48,November,Nov,11,4,2022
20221127,Sunday,49,November,Nov,11,4,2022
20221128,Monday,49,November,Nov,11,4,2022
20221129,Tuesday,49,November,Nov,11,4,2022
20221130,Wednesday,49,November,Nov,11,4,2022
20221201,Thursday,49,December,Dec,12,4,2022
20221202,Friday,49,December,Dec,12,4,2022
20221203,Saturday,49,December,Dec,12,4,2022
20221204,Sunday,50,December,Dec,12,4,2022
20221205,Monday,50,December,Dec,12,4,2022
20221206,Tuesday,50,December,Dec,12,4,2022
20221207,Wednesday,50,December,Dec,12,4,2022
20221208,Thursday,50,December,Dec,12,4,2022
20221209,Friday,50,December,Dec,12,4,2022
20221210,Saturday,50,December,Dec,12,4,2022
20221211,Sunday,51,December,Dec,12,4,2022
20221212,Monday,51,December,Dec,12,4,2022
20221213,Tuesday,51,December,Dec,12,4,2022
20221214,Wednesday,51,December,Dec,12,4,2022
20221215,Thursday,51,December,Dec,12,4,2022
20221216,Friday,51,December,Dec,12,4,2022
20221217,Saturday,51,December,Dec,12,4,2022
20221218,Sunday,52,December,Dec,12,4,2022
20221219,Monday,52,December,Dec,12,4,2022
20221220,Tuesday,52,December,Dec,12,4,2022
20221221,Wednesday,52,December,Dec,12,4,2022
20221222,Thursday,52,December,Dec,12,4,2022
20221223,Friday,52,December,Dec,12,4,2022
20221224,Saturday,52,December,Dec,12,4,2022
20221225,Sunday,53,December,Dec,12,4,2022
20221226,Monday,53,December,Dec,12,4,2022
20221227,Tuesday,53,December,Dec,12,4,2022
20221228,Wednesday,53,December,Dec,12,4,2022
20221229,Thursday,53,December,Dec,12,4,2022
20221230,Friday,53,December,Dec,12,4,2022
20221231,Saturday,53,December,Dec,12,4,2022
20230101,Sunday,1,January,Jan,1,1,2023
20230102,Monday,1,January,Jan,1,1,2023
20230103,Tuesday,1,January,Jan,1,1,2023
20230104,Wednesday,1,January,Jan,1,1,2023
20230105,Thursday,1,January,Jan,1,1,2023
20230106,Friday,1,January,Jan,1,1,2023
20230107,Saturday,1,January,Jan,1,1,2023
20230108,Sunday,2,January,Jan,1,1,2023
20230109,Monday,2,January,Jan,1,1,2023
20230110,Tuesday,2,January,Jan,1,1,2023
20230111,Wednesday,2,January,Jan,1,1,2023
20230112,Thursday,2,January,Jan,1,1,2023
20230113,Friday,2,January,Jan,1,1,2023
20230114,Saturday,2,January,Jan,1,1,2023
20230115,Sunday,3,January,Jan,1,1,2023
20230116,Monday,3,January,Jan,1,1,2023
20230117,Tuesday,3,January,Jan,1,1,2023
20230118,Wednesday,3,January,Jan,1,1,2023
20230119,Thursday,3,January,Jan,1,1,2023
20230120,Friday,3,January,Jan,1,1,2023
20230121,Saturday,3,January,Jan,1,1,2023
20230122,Sunday,4,January,Jan,1,1,2023
20230123,Monday,4,January,Jan,1,1,2023
20230124,Tuesday,4,January,Jan,1,1,2023
20230125,Wednesday,4,January,Jan,1,1,2023
20230126,Thursday,4,January,Jan,1,1,2023
20230127,Friday,4,January,Jan,1,1,2023
20230128,Saturday,4,January,Jan,1,1,2023
20230129,Sunday,5,January,Jan,1,1,2023
20230130,Monday,5,January,Jan,1,1,2023
20230131,Tuesday,5,January,Jan,1,1,2023
20230201,Wednesday,5,February,Feb,2,1,2023
20230202,Thursday,5,February,Feb,2,1,2023
20230203,Friday,5,February,Feb,2,1,2023
20230204,Saturday,5,February,Feb,2,1,2023
20230205,Sunday,6,February,Feb,2,1,2023
20230206,Monday,6,February,Feb,2,1,2023
20230207,Tuesday,6,February,Feb,2,1,2023
20230208,Wednesday,6,February,Feb,2,1,2023
20230209,Thursday,6,February,Feb,2,1,2023
20230210,Friday,6,February,Feb,2,1,2023
20230211,Saturday,6,February,Feb,2,1,2023
20230212,Sunday,7,February,Feb,2,1,2023
20230213,Monday,7,February,Feb,2,1,2023
20230214,Tuesday,7,February,Feb,2,1,2023
20230215,Wednesday,7,February,Feb,2,1,2023
20230216,Thursday,7,February,Feb,2,1,2023
20230217,Friday,7,February,Feb,2,1,2023
20230218,Saturday,7,February,Feb,2,1,2023
20230219,Sunday,8,February,Feb,2,1,2023
20230220,Monday,8,February,Feb,2,1,2023
20230221,Tuesday,8,February,Feb,2,1,2023
20230222,Wednesday,8,February,Feb,2,1,2023
20230223,Thursday,8,February,Feb,2,1,2023
20230224,Friday,8,February,Feb,2,1,2023
20230225,Saturday,8,February,Feb,2,1,2023
20230226,Sunday,9,February,Feb,2,1,2023
20230227,Monday,9,February,Feb,2,1,2023
20230228,Tuesday,9,February,Feb,2,1,2023
20230301,Wednesday,9,March,Mar,3,1,2023
20230302,Thursday,9,March,Mar,3,1,2023
20230303,Friday,9,March,Mar,3,1,2023
20230304,Saturday,9,March,Mar,3,1,2023
20230305,Sunday,10,March,Mar,3,1,2023
20230306,Monday,10,March,Mar,3,1,2023
20230307,Tuesday,10,March,Mar,3,1,2023
20230308,Wednesday,10,March,Mar,3,1,2023
20230309,Thursday,10,March,Mar,3,1,2023
20230310,Friday,10,March,Mar,3,1,2023
20230311,Saturday,10,March,Mar,3,1,2023
20230312,Sunday,11,March,Mar,3,1,2023
20230313,Monday,11,March,Mar,3,1,2023
20230314,Tuesday,11,March,Mar,3,1,2023
20230315,Wednesday,11,March,Mar,3,1,2023
20230316,Thursday,11,March,Mar,3,1,2023
20230317,Friday,11,March,Mar,3,1,2023
20230318,Saturday,11,March,Mar,3,1,2023
20230319,Sunday,12,March,Mar,3,1,2023
20230320,Monday,12,March,Mar,3,1,2023
20230321,Tuesday,12,March,Mar,3,1,2023
20230322,Wednesday,12,March,Mar,3,1,2023
20230323,Thursday,12,March,Mar,3,1,2023
20230324,Friday,12,March,Mar,3,1,2023
20230325,Saturday,12,March,Mar,3,1,2023
20230326,Sunday,13,March,Mar,3,1,2023
20230327,Monday,13,March,Mar,3,1,2023
20230328,Tuesday,13,March,Mar,3,1,2023
20230329,Wednesday,13,March,Mar,3,1,2023
20230330,Thursday,13,March,Mar,3,1,2023
20230331,Friday,13,March,Mar,3,1,2023
20230401,Saturday,13,April,Apr,4,2,2023
20230402,Sunday,14,April,Apr,4,2,2023
20230403,Monday,14,April,Apr,4,2,2023
20230404,Tuesday,14,April,Apr,4,2,2023
20230405,Wednesday,14,April,Apr,4,2,2023
20230406,Thursday,14,April,Apr,4,2,2023
20230407,Friday,14,April,Apr,4,2,2023
20230408,Saturday,14,April,Apr,4,2,2023
20230409,Sunday,15,April,Apr,4,2,2023
20230410,Monday,15,April,Apr,4,2,2023
20230411,Tuesday,15,April,Apr,4,2,2023
20230412,Wednesday,15,April,Apr,4,2,2023
20230413,Thursday,15,April,Apr,4,2,2023
20230414,Friday,15,April,Apr,4,2,2023
20230415,Saturday,15,April,Apr,4,2,2023
20230416,Sunday,16,April,Apr,4,2,2023
20230417,Monday,16,April,Apr,4,2,2023
20230418,Tuesday,16,April,Apr,4,2,2023
20230419,Wednesday,16,April,Apr,4,2,2023
20230420,Thursday,16,April,Apr,4,2,2023
20230421,Friday,16,April,Apr,4,2,2023
20230422,Saturday,16,April,Apr,4,2,2023
20230423,Sunday,17,April,Apr,4,2,2023
20230424,Monday,17,April,Apr,4,2,2023
20230425,Tuesday,17,April,Apr,4,2,2023
20230426,Wednesday,17,April,Apr,4,2,2023
20230427,Thursday,17,April,Apr,4,2,2023
20230428,Friday,17,April,Apr,4,2,2023
20230429,Saturday,17,April,Apr,4,2,2023
20230430,Sunday,18,April,Apr,4,2,2023
20230501,Monday,18,May,May,5,2,2023
20230502,Tuesday,18,May,May,5,2,2023
20230503,Wednesday,18,May,May,5,2,2023
20230504,Thursday,18,May,May,5,2,2023
20230505,Friday,18,May,May,5,2,2023
20230506,Saturday,18,May,May,5,2,2023
20230507,Sunday,19,May,May,5,2,2023
20230508,Monday,19,May,May,5,2,2023
20230509,Tuesday,19,May,May,5,2,2023
20230510,Wednesday,19,May,May,5,2,2023
20230511,Thursday,19,May,May,5,2,2023
20230512,Friday,19,May,May,5,2,2023
20230513,Saturday,19,May,May,5,2,2023
20230514,Sunday,20,May,May,5,2,2023
20230515,Monday,20,May,May,5,2,2023
20230516,Tuesday,20,May,May,5,2,2023
20230517,Wednesday,20,May,May,5,2,2023
20230518,Thursday,20,May,May,5,2,2023
20230519,Friday,20,May,May,5,2,2023
20230520,Saturday,20,May,May,5,2,2023
20230521,Sunday,21,May,May,5,2,2023
20230522,Monday,21,May,May,5,2,2023
20230523,Tuesday,21,May,May,5,2,2023
20230524,Wednesday,21,May,May,5,2,2023
20230525,Thursday,21,May,May,5,2,2023
20230526,Friday,21,May,May,5,2,2023
20230527,Saturday,21,May,May,5,2,2023
20230528,Sunday,22,May,May,5,2,2023
20230529,Monday,22,May,May,5,2,2023
20230530,Tuesday,22,May,May,5,2,2023
20230531,Wednesday,22,May,May,5,2,2023
20230601,Thursday,22,June,Jun,6,2,2023
20230602,Friday,22,June,Jun,6,2,2023
20230603,Saturday,22,June,Jun,6,2,2023
20230604,Sunday,23,June,Jun,6,2,2023
20230605,Monday,23,June,Jun,6,2,2023
20230606,Tuesday,23,June,Jun,6,2,2023
20230607,Wednesday,23,June,Jun,6,2,2023
20230608,Thursday,23,June,Jun,6,2,2023
20230609,Friday,23,June,Jun,6,2,2023
20230610,Saturday,23,June,Jun,6,2,2023
20230611,Sunday,24,June,Jun,6,2,2023
20230612,Monday,24,June,Jun,6,2,2023
20230613,Tuesday,24,June,Jun,6,2,2023
20230614,Wednesday,24,June,Jun,6,2,2023
20230615,Thursday,24,June,Jun,6,2,2023
20230616,Friday,24,June,Jun,6,2,2023
20230617,Saturday,24,June,Jun,6,2,2023
20230618,Sunday,25,June,Jun,6,2,2023
20230619,Monday,25,June,Jun,6,2,2023
20230620,Tuesday,25,June,Jun,6,2,2023
20230621,Wednesday,25,June,Jun,6,2,2023
20230622,Thursday,25,June,Jun,6,2,2023
20230623,Friday,25,June,Jun,6,2,2023
20230624,Saturday,25,June,Jun,6,2,2023
20230625,Sunday,26,June,Jun,6,2,2023
20230626,Monday,26,June,Jun,6,2,2023
20230627,Tuesday,26,June,Jun,6,2,2023
20230628,Wednesday,26,June,Jun,6,2,2023
20230629,Thursday,26,June,Jun,6,2,2023
20230630,Friday,26,June,Jun,6,2,2023
20230701,Saturday,26,July,Jul,7,3,2023
20230702,Sunday,27,July,Jul,7,3,2023
20230703,Monday,27,July,Jul,7,3,2023
20230704,Tuesday,27,July,Jul,7,3,2023
20230705,Wednesday,27,July,Jul,7,3,2023
20230706,Thursday,27,July,Jul,7,3,2023
20230707,Friday,27,July,Jul,7,3,2023
20230708,Saturday,27,July,Jul,7,3,2023
20230709,Sunday,28,July,Jul,7,3,2023
20230710,Monday,28,July,Jul,7,3,2023
20230711,Tuesday,28,July,Jul,7,3,2023
20230712,Wednesday,28,July,Jul,7,3,2023
20230713,Thursday,28,July,Jul,7,3,2023
20230714,Friday,28,July,Jul,7,3,2023
20230715,Saturday,28,July,Jul,7,3,2023
20230716,Sunday,29,July,Jul,7,3,2023
20230717,Monday,29,July,Jul,7,3,2023
20230718,Tuesday,29,July,Jul,7,3,2023
20230719,Wednesday,29,July,Jul,7,3,2023
20230720,Thursday,29,July,Jul,7,3,2023
20230721,Friday,29,July,Jul,7,3,2023
20230722,Saturday,29,July,Jul,7,3,2023
20230723,Sunday,30,July,Jul,7,3,2023
20230724,Monday,30,July,Jul,7,3,2023
20230725,Tuesday,30,July,Jul,7,3,2023
20230726,Wednesday,30,July,Jul,7,3,2023
20230727,Thursday,30,July,Jul,7,3,2023
20230728,Friday,30,July,Jul,7,3,2023
20230729,Saturday,30,July,Jul,7,3,2023
20230730,Sunday,31,July,Jul,7,3,2023
20230731,Monday,31,July,Jul,7,3,2023
20230801,Tuesday,31,August,Aug,8,3,2023
20230802,Wednesday,31,August,Aug,8,3,2023
20230803,Thursday,31,August,Aug,8,3,2023
20230804,Friday,31,August,Aug,8,3,2023
20230805,Saturday,31,August,Aug,8,3,2023
20230806,Sunday,32,August,Aug,8,3,2023
20230807,Monday,32,August,Aug,8,3,2023
20230808,Tuesday,32,August,Aug,8,3,2023
20230809,Wednesday,32,August,Aug,8,3,2023
20230810,Thursday,32,August,Aug,8,3,2023
20230811,Friday,32,August,Aug,8,3,2023
20230812,Saturday,32,August,Aug,8,3,2023
20230813,Sunday,33,August,Aug,8,3,2023
20230814,Monday,33,August,Aug,8,3,2023
20230815,Tuesday,33,August,Aug,8,3,2023
20230816,Wednesday,33,August,Aug,8,3,2023
20230817,Thursday,33,August,Aug,8,3,2023
20230818,Friday,33,August,Aug,8,3,2023
20230819,Saturday,33,August,Aug,8,3,2023
20230820,Sunday,34,August,Aug,8,3,2023
20230821,Monday,34,August,Aug,8,3,2023
20230822,Tuesday,34,August,Aug,8,3,2023
20230823,Wednesday,34,August,Aug,8,3,2023
20230824,Thursday,34,August,Aug,8,3,2023
20230825,Friday,34,August,Aug,8,3,2023
20230826,Saturday,34,August,Aug,8,3,2023
20230827,Sunday,35,August,Aug,8,3,2023
20230828,Monday,35,August,Aug,8,3,2023
20230829,Tuesday,35,August,Aug,8,3,2023
20230830,Wednesday,35,August,Aug,8,3,2023
20230831,Thursday,35,August,Aug,8,3,2023
20230901,Friday,35,September,Sep,9,3,2023
20230902,Saturday,35,September,Sep,9,3,2023
20230903,Sunday,36,September,Sep,9,3,2023
20230904,Monday,36,September,Sep,9,3,2023
20230905,Tuesday,36,September,Sep,9,3,2023
20230906,Wednesday,36,September,Sep,9,3,2023
20230907,Thursday,36,September,Sep,9,3,2023
20230908,Friday,36,September,Sep,9,3,2023
20230909,Saturday,36,September,Sep,9,3,2023
20230910,Sunday,37,September,Sep,9,3,2023
20230911,Monday,37,September,Sep,9,3,2023
20230912,Tuesday,37,September,Sep,9,3,2023
20230913,Wednesday,37,September,Sep,9,3,2023
20230914,Thursday,37,September,Sep,9,3,2023
20230915,Friday,37,September,Sep,9,3,2023
20230916,Saturday,37,September,Sep,9,3,2023
20230917,Sunday,38,September,Sep,9,3,2023
20230918,Monday,38,September,Sep,9,3,2023
20230919,Tuesday,38,September,Sep,9,3,2023
20230920,Wednesday,38,September,Sep,9,3,2023
20230921,Thursday,38,September,Sep,9,3,2023
20230922,Friday,38,September,Sep,9,3,2023
20230923,Saturday,38,September,Sep,9,3,2023
20230924,Sunday,39,September,Sep,9,3,2023
20230925,Monday,39,September,Sep,9,3,2023
20230926,Tuesday,39,September,Sep,9,3,2023
20230927,Wednesday,39,September,Sep,9,3,2023
20230928,Thursday,39,September,Sep,9,3,2023
20230929,Friday,39,September,Sep,9,3,2023
20230930,Saturday,39,September,Sep,9,3,2023
20231001,Sunday,40,October,Oct,10,4,2023
20231002,Monday,40,October,Oct,10,4,2023
20231003,Tuesday,40,October,Oct,10,4,2023
20231004,Wednesday,40,October,Oct,10,4,2023
20231005,Thursday,40,October,Oct,10,4,2023
20231006,Friday,40,October,Oct,10,4,2023
20231007,Saturday,40,October,Oct,10,4,2023
20231008,Sunday,41,October,Oct,10,4,2023
20231009,Monday,41,October,Oct,10,4,2023
20231010,Tuesday,41,October,Oct,10,4,2023
20231011,Wednesday,41,October,Oct,10,4,2023
20231012,Thursday,41,October,Oct,10,4,2023
20231013,Friday,41,October,Oct,10,4,2023
20231014,Saturday,41,October,Oct,10,4,2023
20231015,Sunday,42,October,Oct,10,4,2023
20231016,Monday,42,October,Oct,10,4,2023
20231017,Tuesday,42,October,Oct,10,4,2023
20231018,Wednesday,42,October,Oct,10,4,2023
20231019,Thursday,42,October,Oct,10,4,2023
20231020,Friday,42,October,Oct,10,4,2023
20231021,Saturday,42,October,Oct,10,4,2023
20231022,Sunday,43,October,Oct,10,4,2023
20231023,Monday,43,October,Oct,10,4,2023
20231024,Tuesday,43,October,Oct,10,4,2023
20231025,Wednesday,43,October,Oct,10,4,2023
20231026,Thursday,43,October,Oct,10,4,2023
20231027,Friday,43,October,Oct,10,4,2023
20231028,Saturday,43,October,Oct,10,4,2023
20231029,Sunday,44,October,Oct,10,4,2023
20231030,Monday,44,October,Oct,10,4,2023
20231031,Tuesday,44,October,Oct,10,4,2023
20231101,Wednesday,44,November,Nov,11,4,2023
20231102,Thursday,44,November,Nov,11,4,2023
20231103,Friday,44,November,Nov,11,4,2023
20231104,Saturday,44,November,Nov,11,4,2023
20231105,Sunday,45,November,Nov,11,4,2023
20231106,Monday,45,November,Nov,11,4,2023
20231107,Tuesday,45,November,Nov,11,4,2023
20231108,Wednesday,45,November,Nov,11,4,2023
20231109,Thursday,45,November,Nov,11,4,2023
20231110,Friday,45,November,Nov,11,4,2023
20231111,Saturday,45,November,Nov,11,4,2023
20231112,Sunday,46,November,Nov,11,4,2023
20231113,Monday,46,November,Nov,11,4,2023
20231114,Tuesday,46,November,Nov,11,4,2023
20231115,Wednesday,46,November,Nov,11,4,2023
20231116,Thursday,46,November,Nov,11,4,2023
20231117,Friday,46,November,Nov,11,4,2023
20231118,Saturday,46,November,Nov,11,4,2023
20231119,Sunday,47,November,Nov,11,4,2023
20231120,Monday,47,November,Nov,11,4,2023
20231121,Tuesday,47,November,Nov,11,4,2023
20231122,Wednesday,47,November,Nov,11,4,2023
20231123,Thursday,47,November,Nov,11,4,2023
20231124,Friday,47,November,Nov,11,4,2023
20231125,Saturday,47,November,Nov,11,4,2023
20231126,Sunday,48,November,Nov,11,4,2023
20231127,Monday,48,November,Nov,11,4,2023
20231128,Tuesday,48,November,Nov,11,4,2023
20231129,Wednesday,48,November,Nov,11,4,2023
20231130,Thursday,48,November,Nov,11,4,2023
20231201,Friday,48,December,Dec,12,4,2023
20231202,Saturday,48,December,Dec,12,4,2023
20231203,Sunday,49,December,Dec,12,4,2023
20231204,Monday,49,December,Dec,12,4,2023
20231205,Tuesday,49,December,Dec,12,4,2023
20231206,Wednesday,49,December,Dec,12,4,2023
20231207,Thursday,49,December,Dec,12,4,2023
20231208,Friday,49,December,Dec,12,4,2023
20231209,Saturday,49,December,Dec,12,4,2023
20231210,Sunday,50,December,Dec,12,4,2023
20231211,Monday,50,December,Dec,12,4,2023
20231212,Tuesday,50,December,Dec,12,4,2023
20231213,Wednesday,50,December,Dec,12,4,2023
20231214,Thursday,50,December,Dec,12,4,2023
20231215,Friday,50,December,Dec,12,4,2023
20231216,Saturday,50,December,Dec,12,4,2023
20231217,Sunday,51,December,Dec,12,4,2023
20231218,Monday,51,December,Dec,12,4,2023
20231219,Tuesday,51,December,Dec,12,4,2023
20231220,Wednesday,51,December,Dec,12,4,2023
20231221,Thursday,51,December,Dec,12,4,2023
20231222,Friday,51,December,Dec,12,4,2023
20231223,Saturday,51,December,Dec,12,4,2023
20231224,Sunday,52,December,Dec,12,4,2023
20231225,Monday,52,December,Dec,12,4,2023
20231226,Tuesday,52,December,Dec,12,4,2023
20231227,Wednesday,52,December,Dec,12,4,2023
20231228,Thursday,52,December,Dec,12,4,2023
20231229,Friday,52,December,Dec,12,4,2023
20231230,Saturday,52,December,Dec,12,4,2023
20231231,Sunday,53,December,Dec,12,4,2023
